ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Abundancia (ind/m3),Biomasa                       (mg C/m3),Peso             (g),Talla (mm),Nombre común,Hábitat,Dominio,Referencia,Enlace
251,Mollusca,Cephalopoda,NA,NA,NA,Cephalopoda*,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
252,Arthropoda,Malacostraca,Amphipoda,Hyperiidae ,Themisto,Themisto_gaudichaudii,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
253,Arthropoda,Malacostraca,Euphausiacea,NA,NA,Euphausiacea*,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
254,Arthropoda,Malacostraca,Amphipoda ,NA,NA,Amphipoda* ,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
255,Mollusca,Cephalopoda,NA,NA,NA,Cephalopoda_juvenil,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
256,Chordata,Vertebrata,NA,NA,NA,Larva_peces,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
257,Chordata,Actinopteri ,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,,,,,"Sardina fueguina, Fuegian sprat",Pelágico,"CCH, CB","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
258,Mollusca,Cephalopoda ,Myopsida,Loliginidae ,Loligo,Loligo_gahi,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
259,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_gregaria,,,,,Langosta en cuclillas,Bentopelágico,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
260,Chordata,Mammalia,Cetartiodactyla,Delphinidae ,Lagenorhynchus,Lagenorhynchus_australis,,,,,Delfín Austral,Pelágico,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
261,Chordata,Actinopteri ,Clupeiformes ,Engraulidae,NA,Engraulidae*,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
262,Chordata,Mammalia,Carnivora ,Phocidae ,Mirounga,Mirounga_leonina,,,,,,,CAA,"Ropert-Coudert, Y., Hindell, M. A., Phillips, R. A., Charrassin, J. B., Trudelle, L., & Raymond, B. (2014). 8. Biogeographic Patterns of Birds and Mammals.",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.974.9404&rep=rep1&type=pdf
263,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Berardius,Berardius_arnuxii,,,,,Delfín picudo de Arnoux,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
264,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Hyperoodon,Hyperoodon_planifrons,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
265,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_bowdoini,,,,,Zifio de Andrew,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
266,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_grayi,,,,,Delfín picudo de Gray,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
267,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_hectori,,,,,Zifio de Hector,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
268,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_layardii,,,,,,,CAA,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
269,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Tasmacetus,Tasmacetus_shepherdi,,,,,Zifio de Shepherd,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
270,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Ziphius,Ziphius_cavirostris,,,,,Ballena de Cuvier,,CAA,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
271,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_commersonii,,,,,Tonina overa,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
272,Chordata,Mammalia,Cetartiodactyla ,Balaenidae,Eubalaena,Eubalaena_australis,,,,,Ballena franca asutral,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
273,Mollusca,Cephalopoda ,Myopsida,Loliginidae ,Loligo,Loligo_gahi,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
274,Mollusca,Cephalopoda ,Oegopsida ,Ommastrephidae ,llex,Ilex_argentinus,,,,,Calamar o Pota argentina,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
275,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Macruronus,Macruronus_magellanicus,,,,,Merluza de cola,Demersal,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
276,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_australis,,,,,Merluza austral,Demersal,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
277,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Champsocephalus,Champsocephalus_aceratus,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
278,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae ,Galiteuthis,Galiteuthis_glacialis,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
279,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae ,Euphausia,Euphausia_lucens,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
280,Arthropoda,Malacostraca,Euphausiacea ,Euphausiidae ,Euphausia,Euphausia_superba,,,,,Krill,Planctónico,"CCA, CCH","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
281,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae ,Taonius,Taonius*,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
282,Mollusca,Cephalopoda ,Oegopsida,Histioteuthidae ,Histioteuthis,Histioteuthis_atlantica,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
283,Mollusca,Cephalopoda ,Oegopsida,Histioteuthidae ,Histioteuthis,Histioteuthis_macrohista,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
284,Mollusca,Cephalopoda ,Oegopsida,Gonatidae ,Gonatus,Gonatus_antarcticus,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
285,Mollusca,Cephalopoda ,Oegopsida,Onychoteuthidae,Kondakovia,Kondakovia_longimana,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
286,Mollusca,Cephalopoda ,Oegopsida,Batoteuthidae,Batoteuthis,Batoteuthis_skolops,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
287,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae ,Galiteuthis,Galiteuthis_glacialis,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
288,Chordata,Actinopteri ,Perciformes ,Nototheniidae,Dissostichus,Dissostichus_eleginoides,,,,,Merluza negra,Demersal,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
289,Chordata,Actinopteri ,Gadiformes ,Gadidae,Micromesistius,Micromesistius_australis,,,,,Bacaladilla,Pelágico,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
290,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Macruronus,Macruronus_magellanicus,,,,,Merluza de cola,Demersal,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
291,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_australis,,,,,Merluza austral,Demersal,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
292,Chordata,Actinopteri ,Perciformes ,Nototheniidae,Gobionotothen,Gobionotothen_gibberifrons,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
293,Chordata,Actinopteri ,Perciformes ,Channichthyidae,Chaenocephalus,Chaenocephalus_aceratus,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
294,Chordata,Actinopteri ,Perciformes ,Channichthyidae,Champsocephalus,Champsocephalus_gunnari,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
295,Chordata,Actinopteri ,Perciformes ,Channichthyidae,Chionodraco,Chionodraco_rastrospinosus,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
296,Chordata,Actinopteri ,Perciformes ,Nototheniidae,Lepidonotothen,Lepidonotothen_kempi,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
297,Chordata,Actinopteri ,Perciformes ,Nototheniidae,Nototheniops,Nototheniops_larseni,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
298,Chordata,Actinopteri ,Perciformes ,Channichthyidae,Pseudochaenichthys,Pseudochaenichthys_georgianus,,,,,,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
299,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,,,,,,Pelágico,"CCH, CB","Dellabianca, N. A., Torres, M. A., & Rey, A. R. (2018). Occurrence of dusky dolphin lagenorhynchus obscurus in Tierra Del Fuego archipelago over five decades. Polar Biology, 41(9), 1895-1900.",https://doi.org/10.1007/s00300-018-2315-4
300,Chordata,Mammalia,Cetartiodactyla,Delphinidae ,Lagenorhynchus,Lagenorhynchus_australis,,,,,Delfín Austral,Pelágico,CB,"Dellabianca, N. A., Torres, M. A., & Rey, A. R. (2018). Occurrence of dusky dolphin lagenorhynchus obscurus in Tierra Del Fuego archipelago over five decades. Polar Biology, 41(9), 1895-1900.",https://doi.org/10.1007/s00300-018-2315-4
301,Chordata,Actinopteri ,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,,,,,"Sardina fueguina, Fuegian sprat",Pelágico,"CCH, CB","Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
302,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_gregaria,,,,,Langosta en cuclillas,Bentopelágico,CB,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
303,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Lithodes,Lithodes_santolla,,,,,Centolla patagónica,Bentónico,"CCH, CB","Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
304,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Paralomis,Paralomis_granulosa,,,,,Centollón patagónico,Bentónico,"CCH, CB","Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
305,Chordata,Aves,Sphenisciformes,Spheniscidae ,Spheniscus,Spheniscus_magellanicus,,,,,Pinguino Magallánico,Pelágico,"CCH, CB","Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
306,Chordata,Aves,Sphenisciformes,Spheniscidae ,Pygoscelis,Pygoscelis_adeliae,,,,,Pinguino Adelia,Pelágico,"CCH, CB","Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
307,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,Macrocystis_pyrifera,,,,,Alga parda,Bentónico,CB,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
308,Echinodermata ,Echinoidea,Camarodonta ,Parechinidae,Loxechinus,Loxechinus_albus,,,,,Erizo de mar chileno,Bentónico,CB,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
309,Ochrophyta,Phaeophyceae ,Laminariales ,Lessoniaceae,Lessonia,Lessonia_vadosa,,,,,Alga parda,Bentónico,CB,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
310,Ochrophyta,Phaeophyceae ,Laminariales ,Lessoniaceae,Lessonia,Lessonia_flavicans,,,,,Alga parda,Bentónico,CB,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
311,Echiodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Pseudechinus ,Pseudechinus_magellanicus,,,,,Erizo de mar ,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
312,Echiodermata,Echinoidea,Cidaroida ,Cidaridae,Austrocidaris,Austrocidaris_canaliculatum,,,,,Erizo de mar ,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
313,Echiodermata,Echinoidea,Arbacioida ,Arbaciidae ,Arbacia,Arbacia_dufresnii,,,,,Erizo de mar ,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
314,Echiodermata,Echinoidea,Forcipulatida ,Asteriidae ,Anasterias,Anasterias_antarctica,,,,,Estrella de mar cenicienta,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
315,Echiodermata,Echinoidea,Forcipulatida ,Stichasteridae ,Cosmasterias,Cosmasterias_lurida,,,,,Estrella vioeta,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
316,Echiodermata,Echinoidea,Valvatida ,Asterinidae ,Asterina,Asterina_fimbriata,,,,,,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
317,Arthropoda,Thecostraca,Balanomorpha ,Balanidae ,Balanus,Balanus_laevis,,,,,Bellota de mar,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
318,Mollusca,Bivalvia,Imparidentia ,Gaimardiidae,Gaimardia,Gaimardia_trapesina,,,,,,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
319,Bryozoa,Gymnolaemata ,Cheilostomatida ,NA,NA,Lepraliomorpha* ,,,,,,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
320,Mollusca,Gastropoda,Trochida ,Calliostomatidae,Margarella,Margarella_violacea ,,,,,,Bentónico,CB,"Friedlander, A. M., Ballesteros, E., Bell, T. W., Caselle, J. E., Campagna, C., Goodell, W., ... & Dayton, P. K. (2020). Kelp forests at the end of the earth: 45 years later. Plos one, 15(3), e0229259.",https://doi.org/10.1371/journal.pone.0229259
321,Haptophyta ,Prymnesiophyceae ,Isochrysidales ,Noelaerhabdaceae,Emiliania,Emiliania_huxleyi,,,,,Cocolitofóridos,Pelágico,CB y CCH,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
322,Myzozoa ,Dinophyceae,Dinophysiales ,Dinophysaceae ,Dinophysis,Dinophysis_acuminata,,,,,Mixozoos,Pelágico,CB y CCH,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
323,Cyanobacteria ,Cyanophyceae ,Synechococcales ,Synechococcaceae,Synechococcus,Synechococcus*,,,,,Picofitoplancton,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
