resource,consumer
Sprattus fuegensis,Phalacrocorax atriceps
Detritus,Phoxocephalus sp
Detritus,Pista spp
Detritus,Platytyphlops sarahae
Detritus,Pleurosignum chilense
Detritus,Pleurosignum magnum
Diatoms benthic,Polycheria spp
Diatoms centric,Polycheria spp
Diatoms pennate,Polycheria spp
Detritus,Polycheria spp
Bacteria,Polycitor glareosus
Emiliania huxleyi,Polycitor glareosus
Phaeocystis antarctica,Polycitor glareosus
Diatoms benthic,Polycitor glareosus
Diatoms centric,Polycitor glareosus
Diatoms pennate,Polycitor glareosus
Azadinium sp,Polycitor glareosus
Dinoflagellates heterosol,Polycitor glareosus
Gymnodinium sp,Polycitor glareosus
Detritus,Polycitor glareosus
Bacteria,Polyclinidae
Emiliania huxleyi,Polyclinidae
Phaeocystis antarctica,Polyclinidae
Azadinium sp,Polyclinidae
Dinoflagellates heterosol,Polyclinidae
Gymnodinium sp,Polyclinidae
Detritus,Polyclinidae
Diatoms benthic,Polydora sp
Diatoms centric,Polydora sp
Diatoms pennate,Polydora sp
Cirratulidae,Polydora sp
Foraminifera,Polydora sp
Orbiniidae,Polydora sp
Boccardia sp,Polydora sp
Polydora sp,Polydora sp
Spiophanes sp,Polydora sp
Oithona spp,Polydora sp
Alcyonium antarcticum,Polyeunoa laevis
Detritus,Polyeunoa laevis
Detritus,Potamilla sp
Detritus,Primnoella scotiae
Cyrtostrombidium sp,Primnoella scotiae
Laboea strobila,Primnoella scotiae
Lohmanniella sp,Primnoella scotiae
Strobilidium sp,Primnoella scotiae
Strombidinopsis sp,Primnoella scotiae
Strombidium spp,Primnoella scotiae
Diatoms centric,Primnoella scotiae
Dinoflagellates heterosol,Primnoella scotiae
Cyrtostrombidium sp,Primnoisis antarctica
Laboea strobila,Primnoisis antarctica
Lohmanniella sp,Primnoisis antarctica
Strobilidium sp,Primnoisis antarctica
Strombidinopsis sp,Primnoisis antarctica
Strombidium spp,Primnoisis antarctica
Diatoms benthic,Primnoisis antarctica
Diatoms centric,Primnoisis antarctica
Diatoms pennate,Primnoisis antarctica
Dinoflagellates heterosol,Primnoisis antarctica
Detritus,Primnoisis antarctica
Dissostichus eleginoides,Procellaria aequinoctialis
Necromass,Procellaria aequinoctialis
Euphausia spp,Procellaria aequinoctialis
Themisto gaudichaudii,Procellaria aequinoctialis
Patagonotothen guntheri,Procellaria aequinoctialis
Coelorinchus fasciatus,Procellaria aequinoctialis
Micromesistius australis,Procellaria aequinoctialis
Doryteuthis gahi,Procellaria aequinoctialis
Necromass,Prosipho crassicostatus
Gymnodinium sp,Protoperidinium sp
Diatoms centric,Protoperidinium sp
Diatoms benthic,Protoperidinium sp
Diatoms pennate,Protoperidinium sp
Acanthoserolis schythei,Psammobatis rudis
Libidoclaea granaria,Psammobatis rudis
Grimothea gregaria,Psammobatis rudis
Tinerfe cyanea,Psammobatis rudis
Bryozoa,Pseudechinus magellanicus
Foraminifera,Pseudechinus magellanicus
Odostomia sp,Pseudechinus magellanicus
Turbonilla strebeli,Pseudechinus magellanicus
Detritus,Pseudidothea miersi
Dictyocha speculum,Pseudosagitta gazellae
Foraminifera,Pseudosagitta gazellae
Rhodalia miranda,Pseudosagitta gazellae
Diatoms centric,Pseudosagitta gazellae
Azadinium sp,Pseudosagitta gazellae
Dinoflagellates heterosol,Pseudosagitta gazellae
Gymnodinium sp,Pseudosagitta gazellae
Pelagobia longicirrata,Pseudosagitta gazellae
Euphausia spp,Pseudosagitta gazellae
Pseudosagitta gazellae,Pseudosagitta gazellae
Larvae Fish,Pseudosagitta gazellae
Appendicularia spp,Pseudosagitta gazellae
Calanus spp,Pseudosagitta gazellae
Diatoms benthic,Psolus antarcticus
Detritus,Psolus antarcticus
Diatoms benthic,Psolus patagonicus
Detritus,Psolus patagonicus
Diatoms benthic,Psolus segregatus
Detritus,Psolus segregatus
Colossendeis megalonyx,Psychrolutes marmoratus
Zygochlamys patagonica,Psychrolutes marmoratus
Bryozoa,Psychrolutes marmoratus
Enteroctopodidae,Psychrolutes marmoratus
Actinauge longicornis,Psychrolutes marmoratus
Actinostola crassicornis,Psychrolutes marmoratus
Bolocera kerguelensis,Psychrolutes marmoratus
Clavularia sp,Psychrolutes marmoratus
Dactylanthus antarcticus,Psychrolutes marmoratus
Hormathia pectinata,Psychrolutes marmoratus
Isosicyonis alba,Psychrolutes marmoratus
Paractis laevis,Psychrolutes marmoratus
Phelliactis sp,Psychrolutes marmoratus
Eurypodius latreillii,Psychrolutes marmoratus
Eurypodius longirostris,Psychrolutes marmoratus
Eurypodius sp,Psychrolutes marmoratus
Grimothea gregaria,Psychrolutes marmoratus
Paralomis granulosa,Psychrolutes marmoratus
Thymops birsteini,Psychrolutes marmoratus
Patagonotothen ramsayi,Psychrolutes marmoratus
Iluocoetes fimbriatus,Psychrolutes marmoratus
Myxine spp,Psychrolutes marmoratus
Austrodoris sp,Psychrolutes marmoratus
Acanthoserolis schythei,Psychrolutes marmoratus
Neoserolis exigua,Psychrolutes marmoratus
Eggs Fish,Psychrolutes marmoratus
Limopsis sp,Pteraster affinis
Aplidium spp,Pteraster sp
Zygochlamys patagonica,Pteraster sp
Halichondrida,Pteraster sp
Detritus,Puncturella conica
Latrunculia sp,Puncturella conica
Foraminifera,Puncturella conica
Bacteria,Pyura spp
Emiliania huxleyi,Pyura spp
Phaeocystis antarctica,Pyura spp
Diatoms benthic,Pyura spp
Diatoms centric,Pyura spp
Diatoms pennate,Pyura spp
Azadinium sp,Pyura spp
Dinoflagellates heterosol,Pyura spp
Gymnodinium sp,Pyura spp
Detritus,Pyura spp
Detritus,Quetzogonium dentatum
Detritus,Rectarcturus kophameli
Detritus,Rectarcturus tuberculatus
Cyrtostrombidium sp,Rhincalanus gigas
Laboea strobila,Rhincalanus gigas
Lohmanniella sp,Rhincalanus gigas
Strobilidium sp,Rhincalanus gigas
Strombidinopsis sp,Rhincalanus gigas
Strombidium spp,Rhincalanus gigas
Diatoms benthic,Rhincalanus gigas
Diatoms pennate,Rhincalanus gigas
Rhizosolenia crassa,Rhincalanus gigas
Azadinium sp,Rhincalanus gigas
Dinoflagellates heterosol,Rhincalanus gigas
Gymnodinium sp,Rhincalanus gigas
Dictyocha speculum,Rhincalanus gigas
Foraminifera,Rhincalanus gigas
Pelagobia longicirrata,Rhincalanus gigas
Pelagobia longicirrata,Rhodalia miranda
Calanus spp,Rhodalia miranda
Bacteria,Sabellidae
Diatoms benthic,Sabellidae
Diatoms centric,Sabellidae
Diatoms pennate,Sabellidae
Detritus,Sabellidae
Oithona spp,Sabellidae
Grimothea gregaria,Salilota australis
Themisto gaudichaudii,Salilota australis
Cottoperca trigloides,Salilota australis
Dissostichus eleginoides,Salilota australis
Patagonotothen ramsayi,Salilota australis
Iluocoetes fimbriatus,Salilota australis
Micromesistius australis,Salilota australis
Sprattus fuegensis,Salilota australis
Euphausia spp,Salilota australis
Tinerfe cyanea,Salilota australis
Doryteuthis gahi,Salilota australis
Acanthoserolis schythei,Salilota australis
Neoserolis exigua,Salilota australis
Phaeocystis antarctica,Salpa thompsoni
Diatoms centric,Salpa thompsoni
Diatoms pennate,Salpa thompsoni
Rhizosolenia crassa,Salpa thompsoni
Dinoflagellates heterosol,Salpa thompsoni
Detritus,Salpa thompsoni
Pelagobia longicirrata,Salpa thompsoni
Dictyocha speculum,Salpa thompsoni
Rhincalanus gigas,Salpa thompsoni
Eukrohnia hamata,Salpa thompsoni
Detritus,Santia compacta
Detritus,Schizasteridae
Bacteria,Scissurella clathrata
Hexactinellida,Seba subantarctica
Bacteria,Serpula spp
Larvae Fish,Serratosagitta tasmanica
Enteroctopodidae,Spheniscus magellanicus
Micromesistius australis,Spheniscus magellanicus
Sprattus fuegensis,Spheniscus magellanicus
Agonopsis chiloensis,Spheniscus magellanicus
Doryteuthis gahi,Spheniscus magellanicus
Euphausia spp,Spheniscus magellanicus
Grimothea gregaria,Spheniscus magellanicus
Grimothea spinosa,Spheniscus magellanicus
Detritus,Spiophanes sp
Orbiniidae,Spiophanes sp
Foraminifera,Spiophanes sp
Detritus,Sporonana sp
Themisto gaudichaudii,Sprattus fuegensis
Diatoms pennate,Sprattus fuegensis
Larvae Fish,Sprattus fuegensis
Diatoms centric,Sprattus fuegensis
Appendicularia spp,Sprattus fuegensis
Eggs Fish,Sprattus fuegensis
Eukrohnia hamata,Sprattus fuegensis
Euphausia spp,Sprattus fuegensis
Pseudosagitta gazellae,Sprattus fuegensis
Serratosagitta tasmanica,Sprattus fuegensis
Calanus spp,Sprattus fuegensis
Clausocalanus spp,Sprattus fuegensis
Ctenocalanus vanus,Sprattus fuegensis
Drepanopus forcipatus,Sprattus fuegensis
Neocalanus tonsus,Sprattus fuegensis
Oithona spp,Sprattus fuegensis
Rhincalanus gigas,Sprattus fuegensis
Tinerfe cyanea,Squalus acanthias
Patagonotothen ramsayi,Squalus acanthias
Enteroctopodidae,Squalus acanthias
Detritus,Stenothoidae
Haplosclerida,Sterechinus agassizii
Zygochlamys patagonica,Sterechinus agassizii
Gymnodinium sp,Strobilidium sp
Bacteria,Strombidinopsis sp
Bacteria,Strombidium spp
Bacteria,Sycozoa sigillinoides
Emiliania huxleyi,Sycozoa sigillinoides
Phaeocystis antarctica,Sycozoa sigillinoides
Diatoms benthic,Sycozoa sigillinoides
Diatoms centric,Sycozoa sigillinoides
Diatoms pennate,Sycozoa sigillinoides
Azadinium sp,Sycozoa sigillinoides
Dinoflagellates heterosol,Sycozoa sigillinoides
Gymnodinium sp,Sycozoa sigillinoides
Detritus,Sycozoa sigillinoides
Bacteria,Syllidae
Diatoms benthic,Syllidae
Diatoms centric,Syllidae
Diatoms pennate,Syllidae
Foraminifera,Syllidae
Detritus,Syllidae
Detritus,Sympagurus dimorphus
Brachiopoda spp,Tectonatica impervia
Astarte sp,Tectonatica impervia
Detritus,Tedania sp
Detritus,Terebellides malvinensis
Themisto gaudichaudii,Thalassarche chrysostoma
Macrourus carinatus,Thalassarche chrysostoma
Macrourus holotrachys,Thalassarche chrysostoma
Macrourus whitsoni,Thalassarche chrysostoma
Coelorinchus fasciatus,Thalassarche chrysostoma
Coelorinchus kayomaru,Thalassarche chrysostoma
Coelorinchus marinii,Thalassarche chrysostoma
Necromass,Thalassarche chrysostoma
Doryteuthis gahi,Thalassarche chrysostoma
Dissostichus eleginoides,Thalassarche chrysostoma
Muraenolepis spp,Thalassarche chrysostoma
Pagurus comptus,Thalassarche chrysostoma
Pagurus forceps,Thalassarche chrysostoma
Lepidonotothen squamifrons,Thalassarche chrysostoma
Patagonotothen guntheri,Thalassarche chrysostoma
Euphausia spp,Thalassarche chrysostoma
Grimothea gregaria,Thalassarche melanophris
Themisto gaudichaudii,Thalassarche melanophris
Dissostichus eleginoides,Thalassarche melanophris
Necromass,Thalassarche melanophris
Macrourus carinatus,Thalassarche melanophris
Margarella spp,Thalassarche melanophris
Aega semicarinata,Thalassarche melanophris
Doryteuthis gahi,Thalassarche melanophris
Micromesistius australis,Thalassarche melanophris
Guttigadus kongi,Thalassarche melanophris
Macrourus whitsoni,Thalassarche melanophris
Patagonotothen guntheri,Thalassarche melanophris
Mancopsetta maculata,Thalassarche melanophris
Muraenolepis spp,Thalassarche melanophris
Jassa alonsoae,Thalassarche melanophris
Halicarcinus planatus,Thalassarche melanophris
Lepidonotothen squamifrons,Thalassarche melanophris
Macrourus holotrachys,Thalassarche melanophris
Acanthoserolis schythei,Thalassarche melanophris
Neoserolis exigua,Thalassarche melanophris
Euphausia spp,Thalassarche melanophris
Sprattus fuegensis,Thalassarche melanophris
Diatoms benthic,Thelepus sp
Diatoms centric,Thelepus sp
Diatoms pennate,Thelepus sp
Larvae Fish,Themisto gaudichaudii
Pelagobia longicirrata,Themisto gaudichaudii
Calanus spp,Themisto gaudichaudii
Clausocalanus spp,Themisto gaudichaudii
Euphausia spp,Themisto gaudichaudii
Pseudosagitta gazellae,Themisto gaudichaudii
Diatoms benthic,Themisto gaudichaudii
Diatoms centric,Themisto gaudichaudii
Diatoms pennate,Themisto gaudichaudii
Bacteria,Thouarella spp
Diatoms benthic,Thouarella spp
Detritus,Thouarella spp
Cyrtostrombidium sp,Thouarella spp
Laboea strobila,Thouarella spp
Lohmanniella sp,Thouarella spp
Strobilidium sp,Thouarella spp
Strombidinopsis sp,Thouarella spp
Strombidium spp,Thouarella spp
Dinoflagellates heterosol,Thouarella spp
Brachiopoda spp,Thymops birsteini
Themisto gaudichaudii,Tinerfe cyanea
Bacteria,Tinerfe cyanea
Eggs Fish,Tinerfe cyanea
Euphausia spp,Tinerfe cyanea
Larvae Fish,Tinerfe cyanea
Pseudosagitta gazellae,Tinerfe cyanea
Calanus spp,Tinerfe cyanea
Diatoms benthic,Tonicia lebruni
Bryozoa,Tonicia lebruni
Detritus,Tonicia lebruni
Foraminifera,Travisia kerguelensis
Detritus,Travisia kerguelensis
Brachiopoda spp,Trophon ohlini
Astarte sp,Trophon ohlini
Cyclochlamys argentina,Trophon ohlini
Eurhomalea sp,Trophon ohlini
Hiatella sp,Trophon ohlini
Zygochlamys patagonica,Trophon ohlini
Calliostoma spp,Trophon ohlini
Colpospirella algida,Trophon ohlini
Epitonium sp,Trophon ohlini
Odostomia sp,Trophon ohlini
Pellilitorina pellita,Trophon ohlini
Brachiopoda spp,Trophon plicatus
Astarte sp,Trophon plicatus
Cyclochlamys argentina,Trophon plicatus
Eurhomalea sp,Trophon plicatus
Hiatella sp,Trophon plicatus
Zygochlamys patagonica,Trophon plicatus
Calliostoma spp,Trophon plicatus
Colpospirella algida,Trophon plicatus
Epitonium sp,Trophon plicatus
Odostomia sp,Trophon plicatus
Pellilitorina pellita,Trophon plicatus
Haplocheira barbimana robusta,Tryphosella sp
Themisto gaudichaudii,Tryphosella sp
Tryphosella sp,Tryphosella sp
Themisto gaudichaudii,Tryphosites chevreuxi
Detritus,Tulpa tulipifera
Detritus,Uromunna nana
Detritus,Uromunna sp
Doryteuthis gahi,Ziphiidae
Dissostichus eleginoides,Ziphiidae
Micromesistius australis,Ziphiidae
Macruronus novaezelandiae,Ziphiidae
Diatoms benthic,Zygochlamys patagonica
Diatoms centric,Zygochlamys patagonica
Diatoms pennate,Zygochlamys patagonica
Dinoflagellates heterosol,Zygochlamys patagonica
Foraminifera,Zygochlamys patagonica
Detritus,Zygochlamys patagonica
Dictyocha speculum,Zygochlamys patagonica
Larvae Nauplii,Zygochlamys patagonica
